method,parameter,repetition,runtime_s,mean_error_rad,max_mean_error_rad,l1_error,max_l1_error,min_evaluated_density,max_normalization_error
PF,300,8,0.007707959000072151,0.026936857402948315,0.05674460763364042,0.3095620718436405,0.3897220662107937,1.5492259816567804e-13,2.220446049250313e-16
PF,300,9,0.029512875999898824,0.03888400771149728,0.10093225042593001,0.3176478900140951,0.380251614699976,6.484963831889109e-13,3.3306690738754696e-16
PF,300,10,0.010110496999914176,0.04824807029296934,0.14541063474265048,0.3104173161471467,0.3776732291539296,4.841013375950693e-13,3.3306690738754696e-16
PF,300,11,0.008714438000083646,0.02911086230966959,0.06096486338521645,0.3162900334253054,0.39188099609135835,6.787665346536119e-13,4.440892098500626e-16
PF,300,12,0.008258081999997557,0.02604801201786359,0.05265374998552419,0.28476478828465573,0.32400535297342214,6.232304831944605e-13,1.1102230246251565e-16
PF,300,13,0.027469001999975262,0.021303185685592405,0.040871399126513275,0.28033002326793377,0.3140571371430334,7.922929980848973e-14,2.220446049250313e-16
PF,300,14,0.009872269999959826,0.018552459492912288,0.03973829956943442,0.29336687329065897,0.33512823251870083,3.772437044630004e-11,3.3306690738754696e-16
PF,300,15,0.04335412199998245,0.033576923675807197,0.0833587854136244,0.3201285284433684,0.3644323516439619,2.3075274240026506e-11,2.220446049250313e-16
PF,300,16,0.013532847000078618,0.019611521229005408,0.06489964886440713,0.3247385688191828,0.3817454069029362,2.492726526735384e-13,1.1102230246251565e-16
PF,300,17,0.016618045000086568,0.023433735706040695,0.050384298410239836,0.3281478757942799,0.3894059223189118,6.247258415157645e-11,2.220446049250313e-16
PF,300,18,0.03532896699994126,0.020942355423842793,0.05279128733472538,0.3144530086778412,0.3786936245012224,7.679900816935599e-08,2.220446049250313e-16
PF,300,19,0.006634114999997109,0.02916650946199775,0.07728284530275742,0.3126368586055862,0.37186651528397585,3.6149870953476594e-14,3.3306690738754696e-16
PF,300,20,0.011338389999991705,0.046880738445519654,0.09462899831758609,0.3138526748439653,0.3493304490017603,3.4541529736933833e-12,3.3306690738754696e-16
PF,300,21,0.021951850999926137,0.03128691411486814,0.09723460426123509,0.3160313223241069,0.3433541903494892,2.1819298121223365e-11,4.440892098500626e-16
PF,300,22,0.01875259900009496,0.010770239118734933,0.028193836825678442,0.3084029168826923,0.3621620111468378,2.28976242200584e-12,3.3306690738754696e-16
PF,300,23,0.0093378470000971,0.03608569183962521,0.06636882239393405,0.31092104793871694,0.33320074452021153,3.152691654556187e-12,3.3306690738754696e-16
PF,300,24,0.022099097000022994,0.02774040298174861,0.04737179771304856,0.2771011416769118,0.3351572133698424,7.998711751833416e-13,3.3306690738754696e-16
PF,300,25,0.006704017000060958,0.03245381342099751,0.07272492632925287,0.2816565965969016,0.3519264327750938,1.1688984863976872e-14,4.440892098500626e-16
PF,300,26,0.013543798000000606,0.020688990744007492,0.03987918133929602,0.28890965918449957,0.3443164075555461,1.24153371186523e-13,3.3306690738754696e-16
PF,300,27,0.009196693000035339,0.015867094418492062,0.035229560420766415,0.29788676928683655,0.37646965998793785,2.934249114837359e-13,3.3306690738754696e-16
PF,300,28,0.024857222000036927,0.02566488200686691,0.06422221976007414,0.28915866192865614,0.3483301534540567,1.5662659536095616e-08,2.220446049250313e-16
PF,300,29,0.008600063000017144,0.02356685963725422,0.05066835988965934,0.2876482905198128,0.34588417837097574,2.4134230692852875e-13,3.3306690738754696e-16
PF,1000,0,0.018610823000017263,0.017513577588678726,0.041541180197866456,0.22616274421576377,0.29974059512982815,0.0,3.3306690738754696e-16
PF,1000,1,0.02864607900005467,0.012034253541495133,0.04747265681867896,0.215066779609705,0.2636245424108713,1.0450471040598946e-13,3.3306690738754696e-16
PF,1000,2,0.020500999000091724,0.01839933846504533,0.0402734877220321,0.20552985457533446,0.25271104604525285,1.0025143222991156e-11,2.220446049250313e-16
PF,1000,3,0.04942358799996782,0.01367824673687585,0.028797083507313026,0.20927621526047566,0.2545390241980872,0.0,3.3306690738754696e-16
PF,1000,4,0.016457624999929976,0.015519098419943292,0.03746465447300018,0.19864305084914505,0.2483470689735687,0.0,1.1102230246251565e-16
PF,1000,5,0.020762128999990637,0.009753377924673777,0.019767000918438526,0.221819422307853,0.26752049738931905,2.4562238043408815e-18,2.220446049250313e-16
PF,1000,6,0.02305329700004677,0.027971034101116614,0.051574863119383085,0.1917366481805035,0.21371378920005543,0.0,3.3306690738754696e-16
PF,1000,7,0.016549546000078408,0.019042635666799573,0.04318134212872771,0.22089222542223375,0.26529315041183127,0.0,2.220446049250313e-16
PF,1000,8,0.01557265400003871,0.016165605434569328,0.029687656325503298,0.22144890053833965,0.28526131158108436,0.0,4.440892098500626e-16
PF,1000,9,0.024696909999988748,0.013470475366546738,0.03237776681895976,0.18438297963427025,0.2297353464641318,0.0,1.1102230246251565e-16
PF,1000,10,0.020625633000008747,0.011656377857982077,0.023182151553686747,0.21539888736618257,0.26811330471118483,0.0,1.1102230246251565e-16
PF,1000,11,0.020629269999972166,0.013092590993704276,0.032775068370137106,0.19140154813294652,0.23755917223405817,1.464682068992923e-14,4.440892098500626e-16
PF,1000,12,0.02264155499995013,0.017738163938887188,0.04579462517370869,0.208550703630467,0.24617554999441277,0.0,3.3306690738754696e-16
PF,1000,13,0.022130195000045205,0.01471543184259024,0.04053508994221966,0.2102536071810832,0.2542088842329757,1.5621089539533203e-14,3.3306690738754696e-16
PF,1000,14,0.021314174000053754,0.020075826447070424,0.07296512212153727,0.21087999636657706,0.24416130537411768,3.919394944586222e-15,2.220446049250313e-16
PF,1000,15,0.021286683999960587,0.015144860412219666,0.040350880071321704,0.20931389080525342,0.26607609867090964,0.0,2.220446049250313e-16
PF,1000,16,0.05473182599996562,0.019100267460157867,0.0429883420966628,0.19687667414691473,0.2542591389338776,9.109538792328056e-16,3.3306690738754696e-16
PF,1000,17,0.04874048600004244,0.019350606903907577,0.03707094960105817,0.21457867114033358,0.2747326428158633,2.6988984531859404e-14,3.3306690738754696e-16
PF,1000,18,0.01994382299994868,0.013438704463103444,0.049943457604165076,0.19182181391801703,0.26727017609154174,1.1093829967292856e-14,2.220446049250313e-16
PF,1000,19,0.05910245400002623,0.012493577123682808,0.030078937065658007,0.1956171276838098,0.23208567821805107,0.0,3.3306690738754696e-16
PF,1000,20,0.021031483999990996,0.014203865197481994,0.038481580202301746,0.20254562021318295,0.2603081540608462,6.723205430460235e-17,3.3306690738754696e-16
PF,1000,21,0.02283430700003919,0.017262908747945893,0.03570603850883769,0.19461747999613166,0.25446759541404224,0.0,4.440892098500626e-16
PF,1000,22,0.050015958000017235,0.012840164405421017,0.032317217667771736,0.20272879708004085,0.22652051207593984,7.728185330698167e-12,3.3306690738754696e-16
PF,1000,23,0.016728461999946376,0.013928687111377168,0.02459970483056928,0.19576725178823365,0.22139602833413466,1.0061110419000037e-15,2.220446049250313e-16
PF,1000,24,0.043809264999936204,0.013331209545093111,0.023788040393956766,0.22629098607874987,0.25619530505370774,0.0,3.3306690738754696e-16
PF,1000,25,0.025441928999953234,0.01806918417087047,0.033563924612166396,0.21871736184981785,0.2627903811563173,7.830060548634698e-13,3.3306690738754696e-16
PF,1000,26,0.05970760999991853,0.014649469627018174,0.030194447024350257,0.20343614088024936,0.23783595893462087,0.0,4.440892098500626e-16
PF,1000,27,0.05393407899998692,0.015246636215139601,0.03398710525807136,0.20659337076366024,0.25804763124672786,2.0981437568807055e-13,2.220446049250313e-16
PF,1000,28,0.0567886640000097,0.010264710733184777,0.017637355913231456,0.21054605307775975,0.25760342723701146,1.5356191564506175e-09,2.220446049250313e-16
PF,1000,29,0.02107693899995411,0.01562701471121554,0.034497074266018224,0.2229979728487449,0.25851145930571673,3.0025709360519066e-17,3.3306690738754696e-16
PF,3000,0,0.04005429100004676,0.007375529686811137,0.019037053668714776,0.13986951598777064,0.1726544505304099,0.0,3.3306690738754696e-16
PF,3000,1,0.10113180099995134,0.005983896049564199,0.01011094136350632,0.14659576960580523,0.1554597235285465,0.0,3.3306690738754696e-16
PF,3000,2,0.043918049000012616,0.012072625531918173,0.031147886081539067,0.1509457075370207,0.18002881253336728,0.0,3.3306690738754696e-16
PF,3000,3,0.0408080649999647,0.010402438465641397,0.026273682940679777,0.14172149612177443,0.16073274862653367,0.0,3.3306690738754696e-16
PF,3000,4,0.045671889999994164,0.0035631202686373284,0.0068941799980364316,0.142988412606805,0.19852150632381665,0.0,3.3306690738754696e-16
PF,3000,5,0.10052972200003296,0.013523699292277,0.01916189203509555,0.15019825090416988,0.17010312586948775,3.5427136172834365e-16,3.3306690738754696e-16
PF,3000,6,0.06429453500004456,0.014110556607572051,0.03916069563507385,0.14081630761311592,0.18217032040511513,1.1794358114105285e-15,3.3306690738754696e-16
PF,3000,7,0.038717522999945686,0.007155121581718148,0.020552726937158816,0.13181045492283155,0.14743296457654953,2.7982664812741927e-12,3.3306690738754696e-16
PF,3000,8,0.058635107999975844,0.009966742414670795,0.02528828010159634,0.15237527041475016,0.17009003931663846,1.3110870858723757e-15,3.3306690738754696e-16
PF,3000,9,0.045958938000012495,0.006090991350850771,0.014000955241283641,0.14509406085076262,0.16209010413170363,1.3581533052367638e-13,1.1102230246251565e-16
PF,3000,10,0.06935176299998602,0.008702424367991303,0.01903415608869885,0.14197007088802138,0.17285387292904927,5.984121217756027e-15,1.1102230246251565e-16
PF,3000,11,0.08841120699992189,0.010555323792194482,0.023081794425244162,0.14359619199395507,0.16268058948356642,9.805466504752546e-15,1.1102230246251565e-16
PF,3000,12,0.1012763820000373,0.01991090319702455,0.040350305802333786,0.15261098083397684,0.1773081507332129,3.8532680613276357e-11,2.220446049250313e-16
PF,3000,13,0.056324603999996725,0.0027786326621938645,0.006123575306688167,0.14943047556945843,0.17469714517944948,6.5600132286325965e-15,3.3306690738754696e-16
PF,3000,14,0.04658781699993142,0.007915667004045494,0.022841429622795673,0.14626065680052547,0.21782034565439784,0.0,3.3306690738754696e-16
PF,3000,15,0.0732382429999916,0.007425803616357967,0.027535560552103266,0.14266419593080146,0.1653934727462214,0.0,3.3306690738754696e-16
PF,3000,16,0.0627780500000199,0.007859015781417147,0.019715524936613438,0.13555384774210133,0.17513906489734796,4.314866849616627e-16,3.3306690738754696e-16
PF,3000,17,0.07331168099995011,0.013476654415474916,0.023295829070254293,0.1552362370450773,0.1770218960450188,1.3022337791371246e-10,2.220446049250313e-16
PF,3000,18,0.07436248200008322,0.009791827060092493,0.016111182776269217,0.13706786183074532,0.17338247316809507,0.0,3.3306690738754696e-16
PF,3000,19,0.05235063899999659,0.012512392196967969,0.028372007595805826,0.13309729189910818,0.15310095200259402,0.0,1.1102230246251565e-16
PF,3000,20,0.08514969899999869,0.013725642887451706,0.02956307582087403,0.14282246396392587,0.17750074202026328,5.947150124199971e-12,2.220446049250313e-16
PF,3000,21,0.06513092399995912,0.008338328385107285,0.013688750765710633,0.14606281285936112,0.1697181142792352,0.0,4.440892098500626e-16
PF,3000,22,0.06533759199999167,0.003913305798550513,0.013468060774098234,0.15795830365230562,0.19458384904350748,1.306684938846459e-13,1.1102230246251565e-16
PF,3000,23,0.07376033299999563,0.011684517145550188,0.029537979799686642,0.1511326929991825,0.1959827190985784,1.855366905540934e-14,4.440892098500626e-16
PF,3000,24,0.04445844399992893,0.009630975560942378,0.018289289228661243,0.15036060071874802,0.18471049969566627,9.26187068549034e-14,3.3306690738754696e-16
PF,3000,25,0.06172329100002116,0.011775478429010524,0.024445575093211325,0.150906668092775,0.18876703327944036,0.0,3.3306690738754696e-16
PF,3000,26,0.04639118900001904,0.011009060811446543,0.015265519949207107,0.14840093044260602,0.17580424494309213,9.384317259137763e-16,4.440892098500626e-16
PF,3000,27,0.04365261099997042,0.010756556398330681,0.01901371615941727,0.14399404338352642,0.17272610463338953,0.0,2.220446049250313e-16
PF,3000,28,0.05715943999996398,0.012645186062460814,0.025169456813810775,0.1395964114719398,0.1622313662691924,0.0,2.220446049250313e-16
PF,3000,29,0.0635825690000047,0.005974971501844204,0.015908181811111533,0.14196711625639993,0.1956537309616076,5.32941792598285e-14,3.3306690738754696e-16
PF,10000,0,0.1056720580000956,0.004191541891820805,0.009365504193527663,0.08803884064806304,0.10559424559990134,0.0,3.3306690738754696e-16
PF,10000,1,0.10721147599997494,0.005770995744722927,0.012677255470852966,0.09586870532255788,0.11962953101517036,0.0,3.3306690738754696e-16
PF,10000,2,0.11729080500003874,0.005042035763438917,0.012809081952893209,0.09257142911123556,0.1203018690908869,2.8274694849732893e-14,3.3306690738754696e-16
PF,10000,3,0.1476512909999883,0.005350461604297764,0.008467095580255712,0.09941427219861584,0.11884542085508613,1.6700598315452097e-14,2.220446049250313e-16
PF,10000,4,0.1311774160000141,0.005503005278276074,0.01331726737349026,0.10170427157628283,0.12104297895271096,2.621000353394348e-16,3.3306690738754696e-16
PF,10000,5,0.1337378499999886,0.005293899260856537,0.01910023557404017,0.09519971508335613,0.10862718146956235,4.746330367272026e-15,3.3306690738754696e-16
PF,10000,6,0.14944353300006696,0.0032393538959774285,0.015184862614388894,0.09432672438484017,0.112761092593111,0.0,3.3306690738754696e-16
PF,10000,7,0.18268293900007393,0.00621438425701706,0.01589040934661945,0.09088065877167036,0.12718671702574286,1.4035371058419316e-13,1.1102230246251565e-16
PF,10000,8,0.14415419099998417,0.006885880128117922,0.013129248921294856,0.0955869254534753,0.11481324075412892,0.0,1.1102230246251565e-16
PF,10000,9,0.15845955700001468,0.005356554849018992,0.015310478376649783,0.08762529333982329,0.10280020073349234,4.4756901434282395e-15,3.3306690738754696e-16
PF,10000,10,0.16037248500003898,0.008436133731919475,0.013707057033743197,0.09587260679154302,0.10832187483882623,0.0,3.3306690738754696e-16
PF,10000,11,0.1444425309999815,0.004783894114064324,0.010718800801690076,0.09234365767130558,0.11519800245904051,1.5608147402970213e-15,3.3306690738754696e-16
PF,10000,12,0.12009724900008223,0.008971232650344755,0.017288888363875543,0.09893760618369288,0.11861021765660802,0.0,3.3306690738754696e-16
PF,10000,13,0.11570705399992676,0.0057132757037418914,0.02486757363698988,0.09557534597663794,0.12057958586938106,0.0,3.3306690738754696e-16
PF,10000,14,0.13316422400009742,0.006190681313708406,0.011846662546561415,0.09513919189069944,0.11389886200235266,0.0,4.440892098500626e-16
PF,10000,15,0.12538496900003793,0.0025290231743239446,0.010284189578609215,0.09215937890655301,0.1117908869824358,0.0,2.220446049250313e-16
PF,10000,16,0.12411046900001566,0.0028239014594880884,0.006168338765736081,0.09797555928142933,0.12965569730156398,0.0,3.3306690738754696e-16
PF,10000,17,0.14657778600007987,0.004771092817625246,0.009415617114723496,0.0917646821742095,0.10775135457098324,1.2452953556142137e-12,1.1102230246251565e-16
PF,10000,18,0.10028558400006204,0.007350261033772121,0.02525511244340395,0.10281458679700733,0.11587523509443981,0.0,3.3306690738754696e-16
PF,10000,19,0.11062842700005149,0.004687811737000934,0.008076476818862588,0.09330500221725248,0.12139386221625996,0.0,1.1102230246251565e-16
PF,10000,20,0.19379971900002602,0.004761086687189269,0.010895916198458533,0.09769279028974644,0.12876425751312415,0.0,1.1102230246251565e-16
PF,10000,21,0.14191575600000306,0.006651769427124125,0.0154679344323565,0.09859708540974295,0.11774841436553425,1.1463003727686689e-12,1.1102230246251565e-16
PF,10000,22,0.1305498000000398,0.010638271549044929,0.01675974309079198,0.09491089478687444,0.11219742099751387,2.7355082179961246e-15,2.220446049250313e-16
PF,10000,23,0.18149447400003282,0.006940529821911401,0.01787190200230393,0.08848088097923418,0.10664727817145685,8.729036714647357e-12,4.440892098500626e-16
PF,10000,24,0.12621046900005695,0.0023235330080515976,0.005713223076346807,0.08588479717760213,0.11353563346836784,0.0,3.3306690738754696e-16
PF,10000,25,0.11856284999998934,0.002670173944145827,0.005944999442810239,0.08773462055663478,0.1107181668145499,0.0,3.3306690738754696e-16
PF,10000,26,0.12422269900002902,0.0027962321474745483,0.0056663319162213455,0.09074493126751952,0.11419416170419103,3.3995644476386525e-15,1.1102230246251565e-16
PF,10000,27,0.15929231799998433,0.004779080790432556,0.01188410092815495,0.0991556128098617,0.1145963845308998,1.8140428725658244e-14,1.1102230246251565e-16
PF,10000,28,0.14152984099996502,0.004653351694399177,0.01022413218539553,0.10357441415750247,0.11997722616321546,1.0850111988384106e-13,3.3306690738754696e-16
PF,10000,29,0.18383564700002353,0.005310880253695465,0.010903502058678072,0.10625107514769204,0.12923752202979752,3.5562674921109554e-13,3.3306690738754696e-16
